"Leg Type","Leg Origin Airport","Leg Destination Airport","Leg Operating Airline","Origin Airport","Origin City Name","Destination Airport","Destination City Name","Cabin Class","Year","Month","Leg 2","Leg 3","Leg 4","Leg 1 Operating Airline","Leg 2 Operating Airline","Leg 3 Operating Airline","Leg 4 Operating Airline","Passengers","OD Avg. Base Fare(USD)","OD Base Revenue(USD)","Leg Avg. Base Fare (USD) Stline","Leg Base Revenue (USD) Stline"
"BEHIND","SIN","MEL","SQ","ZRH","ZURICH","MEL","MELBOURNE","Discount Coach","2019","1","SIN","   ","   ","SQ","SQ","  ","  ","205.96","825.78","170078","304.67","62750"
"BEHIND","SIN","MEL","EK","KHI","KARACHI","MEL","MELBOURNE","Discount Coach","2019","1","DXB","SIN","   ","EK","EK","EK","  ","202.5","480.07","97214","221.88","44932"
"BEHIND","SIN","MEL","QF","KUL","KUALA LUMPUR","MEL","MELBOURNE","Discount Coach","2019","1","SIN","   ","   ","3K","QF","  ","  ","193.56","488.48","94550","465.27","90057"
"BEHIND","SIN","MEL","SQ","AMS","AMSTERDAM","MEL","MELBOURNE","Discount Coach","2019","1","SIN","   ","   ","SQ","SQ","  ","  ","192.72","698.65","134644","254.57","49061"
"BEHIND","SIN","MEL","SQ","LHR","LONDON","MEL","MELBOURNE","Business","2019","1","SIN","   ","   ","SQ","SQ","  ","  ","188.53","2677.8","504845","956.61","180349"
"BEHIND","SIN","MEL","TR","COK","KOCHI","MEL","MELBOURNE","Discount Coach","2019","1","SIN","   ","   ","TR","TR","  ","  ","188.37","457.39","86158","298.88","56301"
"BEHIND","SIN","MEL","QF","LHR","LONDON","MEL","MELBOURNE","Business","2019","1","SIN","   ","   ","QF","QF","  ","  ","188.29","3242.85","610597","1155.16","217505"
"BEHIND","SIN","MEL","EK","IKA","TEHRAN","MEL","MELBOURNE","Discount Coach","2019","1","DXB","SIN","   ","EK","EK","EK","  ","186.87","563.77","105352","259.52","48497"
"BEHIND","SIN","MEL","SQ","TPE","TAIPEI","MEL","MELBOURNE","Discount Coach","2019","1","SIN","   ","   ","SQ","SQ","  ","  ","182.11","439.92","80113","286.84","52236"
"BEHIND","SIN","MEL","SQ","USM","KOH SAMUI","MEL","MELBOURNE","Discount Coach","2019","1","SIN","   ","   ","MI","SQ","  ","  ","172.52","478.52","82554","410.13","70755"
"BEHIND","SIN","MEL","SQ","TRV","THIRUVANANTHAPURAM","MEL","MELBOURNE","Discount Coach","2019","1","SIN","   ","   ","MI","SQ","  ","  ","162.42","545.53","88605","360.53","58557"
"BEHIND","SIN","MEL","SQ","CJB","COIMBATORE","MEL","MELBOURNE","Discount Coach","2019","1","SIN","   ","   ","MI","SQ","  ","  ","161.54","570.43","92147","374.21","60450"
"BEHIND","SIN","MEL","TR","ATQ","AMRITSAR","MEL","MELBOURNE","Discount Coach","2019","1","SIN","   ","   ","TR","TR","  ","  ","155.46","424.93","66059","242.32","37672"
"BEHIND","SIN","MEL","SQ","DAD","DA NANG","MEL","MELBOURNE","Discount Coach","2019","1","SIN","   ","   ","MI","SQ","  ","  ","148.42","443.73","65859","346.11","51369"
"BEHIND","SIN","MEL","SQ","HAN","HANOI","MEL","MELBOURNE","Discount Coach","2019","1","SIN","   ","   ","SQ","SQ","  ","  ","147.32","483.72","71262","353.47","52073"
"BEHIND","SIN","MEL","QF","PEN","PENANG","MEL","MELBOURNE","Discount Coach","2019","1","SIN","   ","   ","3K","QF","  ","  ","145.06","443.56","64342","403.19","58486"
"BEHIND","SIN","MEL","EK","FCO","ROME","MEL","MELBOURNE","Discount Coach","2019","1","DXB","SIN","   ","EK","EK","EK","  ","144.69","695.19","100587","258.39","37387"
"BEHIND","SIN","MEL","SQ","CGK","JAKARTA","MEL","MELBOURNE","Discount Coach","2019","1","SIN","   ","   ","SQ","SQ","  ","  ","144.53","494.27","71437","431.46","62359"
